"Assay","R.squared","Slope","Intercept","Low.95","LOD","LOQ","rep2.LOD","rep3.LOD","rep4.LOD","rep5.LOD","rep8.LOD"
"SVC",0.970453547214633,-3.17930151497789,42.5825393420656,10,7.37872210714672,351,5.20604438471946,4.24523438301971,3.6731154449384,3.2830014250309,2.59156013180476
